i,j,sigma
11,12,-9.908913503134902e-05
11,13,-5.342934944429264e-05
11,14,0.0001063075859878672
11,15,-0.00016806688398880867
11,16,-8.074067160657075e-05
11,17,-4.7178526578064947e-05
11,18,2.926103738631056e-05
11,19,-8.696065634600183e-05
11,20,9.14240949072222e-06
12,1,-8.738224533861598e-05
12,2,-0.00011021674102874401
12,3,1.9226879581570517e-05
12,4,0.00010061443176933988
12,5,4.2579285453099126e-05
12,6,2.9468643617186605e-05
12,7,-8.057733536122995e-06
12,8,6.920259894940756e-06
12,9,7.878244209969092e-06
12,10,-0.00010463188801289809
12,11,-9.908913503134902e-05
12,12,0.0003477831052468552
12,13,0.00016448943855626582
12,14,-0.00018486539544192496
12,15,-7.448779541705997e-05
12,16,9.730368039629254e-05
12,17,-0.00010507960902439709
12,18,6.800889868834816e-05
12,19,-4.813695505494482e-05
12,20,-0.00011813994067208351
13,1,-3.723687895681877e-05
13,2,-0.00020452077776420474
13,3,4.818103891006644e-05
13,4,0.00011686070755651064
13,5,9.440025714942344e-05
13,6,6.480988417857902e-05
13,7,4.957874239441447e-05
13,8,6.10662523012084e-05
13,9,0.00010094181301994365
13,10,-2.8375680527970715e-05
13,11,-5.342934944429264e-05
13,12,0.00016448943855626582
13,13,0.0003082335143274502
13,14,-0.00014357520083473017
13,15,-0.00010832716524431208
13,16,0.00014814098546819799
13,17,6.122086537462812e-06
13,18,-3.9886464330136234e-05
13,19,-0.00010084754485985156
13,20,-1.9195623114059284e-05
14,1,8.328718965750371e-05
14,2,0.00012735498615767607
14,3,-1.2499664576825923e-05
14,4,-6.804547752425235e-05
14,5,-6.594556328611074e-05
14,6,-6.010567781470078e-06
14,7,5.502017087652806e-06
14,8,-2.0919043590170482e-05
14,9,8.477169873065715e-06
14,10,4.0586234009443476e-05
14,11,0.0001063075859878672
14,12,-0.00018486539544192496
14,13,-0.00014357520083473017
14,14,0.00022799041286683368
14,15,1.1463476761988465e-05
14,16,-9.898834973012226e-05
14,17,4.0290267447628756e-05
14,18,-1.1824658735755788e-05
14,19,2.4805247399276847e-05
14,20,8.008443544389095e-05
15,1,-0.00012716414080878995
15,2,-4.0834726964128295e-05
15,3,-9.953946652684584e-05
15,4,-8.057293571082554e-05
15,5,-1.1945222601138959e-06
15,6,-0.00022396121813520356
15,7,-2.7404470455042592e-05
15,8,-2.2192096371134512e-05
15,9,-0.00016000421785410059
15,10,0.00012344960055148905
15,11,-0.00016806688398880867
15,12,-7.448779541705997e-05
15,13,-0.00010832716524431208
15,14,1.1463476761988465e-05
15,15,0.0003955357613174184
15,16,-3.632132500895447e-05
15,17,9.233721997350642e-05
15,18,-5.400748458664811e-05
15,19,0.00018716805805590604
15,20,-1.679648486962728e-05
16,1,-8.480292070853759e-05
16,2,-0.00012248643673822744
16,3,9.745233206456209e-05
16,4,1.6961882577472476e-05
16,5,0.0001204210898895801
16,6,1.343265439324545e-05
16,7,-1.541551977697801e-05
16,8,5.229045308165584e-05
16,9,4.2971311899831855e-05
16,10,-3.758273504868645e-05
16,11,-8.074067160657075e-05
16,12,9.730368039629254e-05
16,13,0.00014814098546819799
16,14,-9.898834973012226e-05
16,15,-3.632132500895447e-05
16,16,0.00021330799835560192
16,17,3.226682500613917e-05
16,18,-4.662392021966314e-05
16,19,-5.6492244866228816e-05
16,20,3.101712135617014e-05
17,1,-5.490671083067155e-05
17,2,-9.981636413204957e-05
17,3,1.470800237601593e-05
17,4,-2.3072523824749268e-05
17,5,3.188476543814359e-05
17,6,-0.00011759800887641776
17,7,4.315026711553348e-05
17,8,3.4131199032395216e-05
17,9,5.364181094376304e-05
17,10,7.381536233819707e-05
17,11,-4.7178526578064947e-05
17,12,-0.00010507960902439709
17,13,6.122086537462812e-06
17,14,4.0290267447628756e-05
17,15,9.233721997350642e-05
17,16,3.226682500613917e-05
17,17,0.00022158944316020272
17,18,-0.00010255513015974908
17,19,3.886646653876272e-05
17,20,0.0001213379196143363
18,1,1.6931686462770505e-05
18,2,9.61668879294938e-05
18,3,-8.624938808148226e-06
18,4,5.12924768295348e-06
18,5,-5.229133922538688e-05
18,6,3.656764939080869e-05
18,7,-3.009831268333616e-05
18,8,-3.830898976352629e-05
18,9,-2.906656954553632e-05
18,10,-7.46156742939882e-05
18,11,2.926103738631056e-05
18,12,6.800889868834816e-05
18,13,-3.9886464330136234e-05
18,14,-1.1824658735755788e-05
18,15,-5.400748458664811e-05
18,16,-4.662392021966314e-05
18,17,-0.00010255513015974908
18,18,0.00017196022029524477
18,19,-5.461975087224042e-06
18,20,-6.610248392926458e-05
19,1,-7.302630823623725e-05
19,2,5.660984421617114e-06
19,3,-7.679373030888934e-05
19,4,-4.515443915952788e-05
19,5,-4.36046243700197e-05
19,6,-0.00015847038271035762
19,7,-8.015357393469386e-06
19,8,-3.1242659414589965e-05
19,9,-8.891488517158257e-05
19,10,5.8364296029502275e-05
19,11,-8.696065634600183e-05
19,12,-4.813695505494482e-05
19,13,-0.00010084754485985156
19,14,2.4805247399276847e-05
19,15,0.00018716805805590604
19,16,-5.6492244866228816e-05
19,17,3.886646653876272e-05
19,18,-5.461975087224042e-06
19,19,0.00020780693269730122
19,20,-1.0658189273293822e-05
20,1,-6.193845771242142e-05
20,2,-4.361262113203714e-06
20,3,0.0001261769301115127
20,4,-6.756036489650233e-05
20,5,3.2392538687727947e-05
20,6,-9.617472767505523e-05
20,7,1.1185901456831574e-05
20,8,3.15152492198991e-05
20,9,0.00012297570719418244
20,10,-3.213582441635108e-05
20,11,9.14240949072222e-06
20,12,-0.00011813994067208351
20,13,-1.9195623114059284e-05
20,14,8.008443544389095e-05
20,15,-1.679648486962728e-05
20,16,3.101712135617014e-05
20,17,0.0001213379196143363
20,18,-6.610248392926458e-05
20,19,-1.0658189273293822e-05
20,20,0.0002893214749077954
