session_id,src,dst,key_bits,keygen_time_us,rekey_interval_ms,packet_count,failure_rate,total_overhead_us
53,36,66,512,21.691441936267253,250,3274,5.59637628736724e-05,21.97588698791017
54,27,45,1024,56.46348691910529,1000,1502,0.00010414907968215138,56.60670537550453
55,40,27,512,30.213053033423616,250,2411,3.3401837693374595e-05,30.213053033423616
56,5,14,1024,41.72585654569799,1000,2968,0.000286308572658605,41.95754589037458
57,48,92,256,18.25871686667175,250,4102,0.00014854428215910862,18.690465328039572
58,72,70,512,25.13310048779384,500,4923,1.068683935963693e-05,25.510776561001823
59,17,71,512,15.518589796565117,1000,3853,3.908968715990391e-05,15.575202765792072
60,91,53,256,11.355166303330348,50,4942,1.991763894753699e-06,11.373109406636651
61,72,13,256,12.974720910763283,250,3197,1.0588131220841973e-05,13.312105344630405
62,33,98,256,12.299808521290986,100,4683,1.8546221230653796e-05,12.707092832083907
63,30,60,512,16.830385121211815,500,159,0.00025767142074528725,17.200545388423468
64,18,18,256,10.94774245127907,500,1608,6.59013146208286e-05,11.019942852299588
65,72,52,256,13.58948350670307,50,615,1.7154481932871467e-05,13.58948350670307
66,22,83,256,13.51566784026589,250,1081,1.398388217673796e-06,13.768750529832944
67,70,24,256,11.865920625621195,500,2058,3.8857463616558234e-05,12.10463297112126
68,47,38,256,19.646178288288926,250,15,0.0002550264164170634,20.041750892028315
69,13,67,256,11.078566730377549,50,2415,0.00022447419166982864,11.260901976345115
70,12,52,256,10.755718286672433,500,3718,2.0576051058104495e-05,11.001595768620513
71,30,37,1024,50.10459137271586,500,1180,1.5908470974364906e-05,50.42047937204555
72,72,33,256,15.177224425511758,100,1142,9.258546094730121e-05,15.422177303724274
73,99,39,256,9.120332050779831,100,863,9.057955604794909e-05,9.45642118349185
74,76,41,256,18.567941442093453,250,1267,0.0001618038828957818,18.778748583356318
75,98,79,512,26.40557357998683,500,2849,7.333275656960199e-05,26.40557357998683
76,79,36,512,24.061464619455787,50,2184,2.9450533755574625e-05,24.33110838415464
77,99,58,256,18.010615924947704,250,577,0.0001769073783097292,18.249247297814016
78,68,92,1024,43.59493533805446,500,285,0.00022784885690716757,43.59493533805446
79,3,67,512,23.229572239691688,500,1765,0.0001400963411623978,23.700380746982457
80,26,47,256,13.338495721749155,1000,4853,0.0001757632389305579,13.669207811491983
81,99,62,256,11.804913937884528,1000,2970,0.00012670427631169683,11.941791866540333
82,71,58,256,9.751166914601834,250,2753,0.00013746804777605456,9.769474452424813
83,12,25,256,17.382847252970898,250,4225,5.909189021191783e-06,17.597139265246707
84,28,43,256,11.056852491657116,250,357,8.004532555873696e-05,11.259786115155444
85,57,54,256,11.934620914981648,100,48,6.0685011664011444e-05,11.934620914981648
86,12,81,256,8.661567985496635,50,836,1.4130901439303638e-06,8.87179997490052
87,23,3,512,28.561570469475203,250,3541,9.962964073950951e-05,28.640719773195965
88,98,76,256,12.134319902775525,50,1019,8.183133436400168e-05,12.26026670665726
89,94,57,512,28.247059511457675,100,3881,0.00014424514984300103,28.4396879200194
90,11,30,256,12.489449435133185,1000,1827,5.141637591189723e-06,12.762940312648132
91,55,78,512,24.138157993833907,100,925,6.815158752290881e-05,24.367214514639592
92,51,91,1024,28.873362283017016,500,3332,1.798737413428677e-05,29.091611602636757
93,96,91,256,10.368034009833202,1000,4345,0.00043214567184237735,10.654246262365392
94,78,45,256,11.134527348764198,250,2802,1.766519544211797e-05,11.455273703396976
95,56,31,256,12.726024263186513,500,4467,1.7733861120900726e-05,12.819760689300251
96,47,14,256,12.293294910240606,500,3140,0.0002896332417998381,12.567275609848297
97,40,16,256,16.813088124876526,250,4922,3.851123648144869e-06,17.020354510383424
98,32,19,256,11.004078568188385,100,4491,1.995938245589408e-05,11.233311049769783
99,38,56,512,29.977395892493114,500,3556,1.1312648839072583e-05,30.101060635622648
100,46,23,512,20.411845757424544,100,4057,7.391101258085308e-05,20.411845757424544
101,20,3,256,25.108454092894437,100,3447,1.4778879417753942e-05,25.482384589126678
102,60,48,256,9.93007008458197,500,3317,2.1746659789408856e-06,10.430086211896528
103,93,39,256,10.874128596667676,500,4443,6.0132519651503224e-05,10.998327252396733
104,75,18,512,27.69890297475335,250,1411,0.00012188419398640653,27.918676625308198
105,11,24,256,9.454721331109848,1000,1861,0.00013081061695763155,9.596625445698818
106,15,29,256,10.500315703477325,100,2221,7.025094603783828e-06,10.510093937720157
107,55,95,256,11.952269707812002,250,872,3.925085677255326e-05,12.270098138516559
108,56,92,512,30.54739074203947,500,3240,0.00015369590933056405,31.04232937571632
109,85,47,256,13.88716756612366,100,562,4.7122525551795666e-05,13.961220708565795
110,41,18,512,25.936682009150637,100,97,8.024081232903347e-06,26.120901246147355
111,89,76,256,16.72618040686815,100,1422,3.292132590183595e-05,17.108642680827092
112,63,50,256,13.626179098416756,100,101,7.830323317950273e-06,14.125661256523864
113,35,20,256,10.814374878716684,50,334,1.5461296671834092e-05,11.125997130387042
114,5,99,256,11.28252388931502,100,553,0.00013097124233579598,11.507845627007585
115,91,41,256,17.108354498328776,500,2099,9.796242330108316e-05,17.45375168527339
116,43,60,512,28.865783374154802,1000,3862,0.00011369720181333097,29.10890605831765
117,67,73,512,13.012343759628507,500,1992,0.00019584547374065239,13.067683410715563
118,78,28,1024,60.77743852949309,100,3324,0.00027227420144323837,60.882917450438974
119,71,7,512,22.67924569821221,100,607,4.7371167627033115e-05,22.695476081980853
120,96,1,1024,47.80875585278572,250,1650,8.112024678338334e-05,48.03705376072302
121,80,42,256,8.926507941648223,100,4901,1.80885638331628e-05,9.179778454158427
122,58,98,256,11.073126581122905,500,1009,8.262924238550495e-05,11.309677934569839
123,61,16,256,9.160408296551994,500,4100,0.00010766175810732645,9.35587585491061
124,8,22,256,10.668731039461138,50,425,8.092860601780447e-05,10.799627899866183
125,44,61,256,11.624491369890482,500,4865,0.00012716832010484976,11.878408353850505
126,58,11,256,13.435966665627857,250,3911,6.793810240024484e-05,14.027678695376082
127,59,69,256,10.813341428242623,250,3144,0.00010023937055923111,11.141984798110162
128,74,51,256,11.625309440230408,100,3069,6.489628416104456e-05,11.966562542942912
129,49,57,256,11.699529080174706,250,1877,7.762087659604061e-05,11.74188637589211
130,23,91,256,15.010893770317836,250,2921,6.669454166855202e-05,15.230813845501222
131,3,7,512,15.403144860992414,250,4028,0.00012174299338589748,15.43751491572403
132,5,87,1024,63.14529472734655,100,691,5.090429532864577e-05,63.14850671891373
133,81,82,256,10.265697446146337,1000,3113,1.2043439128992099e-05,10.730947755778093
134,24,50,512,29.642545375818287,50,291,1.1497099345864707e-05,30.094907067018806
135,30,1,512,19.108566685922238,250,935,0.00010673242303336037,19.139316365117836
136,3,42,256,17.70491991005007,250,275,5.485956613560485e-05,18.23419916637701
137,85,21,512,24.59759156422357,50,3524,0.00010534571207453134,24.73306115335589
138,43,73,512,24.922492506682016,250,4202,7.141212534210189e-05,25.184872398028382
139,84,61,512,20.06978427643552,100,400,3.990593749292936e-06,20.346372704692048
140,23,19,256,8.287734007550226,50,1862,2.6885706487557215e-05,8.520472524119047
141,65,66,256,15.063827771299282,500,3214,8.149106473827045e-05,15.292485248259592
142,76,88,512,21.374512050478053,100,1376,0.00024714571317938533,21.871461870796264
143,49,57,512,30.74810810528273,100,299,2.7100052861799246e-05,30.94730516372573
144,13,26,512,26.99256752494817,250,3636,8.002833433855569e-05,27.1328064336447
145,95,97,256,12.28683282577597,100,1064,8.881775676849395e-06,12.459791352107258
146,21,80,1024,28.060826202251896,100,4156,5.986660988463775e-05,28.432606745478193
147,68,24,256,14.042596748675722,500,3862,0.00015868223431004716,14.21974447455169
148,67,57,256,10.643471741791913,500,371,6.654938876994892e-05,10.747316203526927
149,48,95,512,23.002593900709336,100,4913,7.862981148517326e-05,23.382684519401973
150,4,64,256,10.011009085284552,250,431,1.7231058078667772e-05,10.30162689208646
151,89,18,256,11.209399995703635,500,3469,0.00017769795082077505,11.337496685307006
152,12,54,256,12.029428977704837,1000,1683,0.00014848777080275527,12.221458241011044
153,37,29,512,27.586225793828326,250,3323,0.00013355343647333367,27.684914945357797
154,99,25,256,11.682518405717806,250,4344,1.0779573412832483e-05,11.78333324158122
155,68,36,256,11.548053301540847,250,1559,4.4019080956030567e-07,11.597778485098335
156,38,75,512,14.571277475248754,250,4134,1.1045921486848544e-05,14.789026546624864
157,68,18,1024,50.53104842491701,1000,945,4.369382648635648e-06,50.80660415541395
158,58,63,512,34.04712565416296,500,3443,2.5441401468849924e-05,34.31696005732029
159,94,6,256,20.47898811440473,100,2974,8.075569127795608e-05,20.51083709036357
160,28,100,256,15.042863109927747,100,2004,0.00017262710903097057,15.179962622953843
161,11,43,512,26.57217276759752,1000,1841,1.7475758443009532e-06,26.774106855061376
162,13,3,512,25.053909762784386,250,1759,0.00022200418428190068,25.177926858192304
163,35,79,256,11.970880548683713,100,1339,2.1829787736361923e-05,12.207834796651907
164,60,23,512,22.33062224942952,250,4895,0.0002780121553599538,22.71643984034375
165,55,88,256,13.537078267829608,500,1289,2.8172136376658675e-05,14.0345452359391
166,76,69,256,15.644903563228782,1000,1778,1.4646082952379434e-05,15.887789934337974
167,29,66,256,14.629161536205459,100,1220,7.556359682706232e-05,14.862667311712752
168,72,37,1024,50.050267681683486,1000,3783,4.5127035020953365e-05,50.32612601564617
169,7,65,256,11.728177073848395,250,4641,6.294065945267063e-05,11.894272775699356
170,41,27,512,18.46024226887848,500,2883,8.633279326109173e-05,18.67750003589436
171,58,85,256,8.465699829576455,100,2503,3.1471612368823256e-05,8.886598164460475
172,6,4,1024,39.575447962299265,100,2039,5.860501672010228e-05,39.81760380556523
173,83,10,256,11.20933320482039,500,2837,6.659302192056232e-05,11.503706944134628
174,98,56,512,24.565564846744856,1000,569,2.9098141787798e-05,24.907836376731733
175,10,79,256,17.364731851369022,1000,4732,2.1927933825395224e-05,17.47081739158835
176,84,57,256,8.816828328410795,100,1301,0.00019070925117781832,8.858789280054609
177,18,4,256,12.217853910046331,1000,3717,0.00014516007393859442,12.451114298255929
178,38,80,512,27.67649828583885,500,2912,6.737994635938411e-05,27.71624188993292
179,93,24,512,17.88846404130717,250,2265,0.0006265453737734507,18.075299393227493
180,41,61,512,26.994554813284328,250,3513,0.00011066926728230911,27.403828813811305
181,10,94,512,27.724380770192088,1000,1331,7.49068929832271e-05,27.903099118463555
182,44,41,512,25.967844357676285,500,3020,3.6863957717595844e-05,26.204842610357527
183,77,33,256,8.802673520649677,250,3822,0.00018991475347524879,9.331892852244923
184,16,26,256,9.706789318054055,100,3247,0.00014510603323235314,9.943323466592066
185,89,46,256,13.390885701713657,50,4181,2.269751262574342e-05,13.461388353819569
186,82,7,512,19.907846772563424,1000,3156,1.4994886601180055e-05,20.088891596649393
187,46,77,256,9.341450129063007,100,1534,0.0001075889964345698,9.553397919254454
188,76,36,256,10.784700501991871,500,2571,7.78457283799553e-05,10.959378952986942
189,90,37,256,10.189208469826951,500,702,1.9041089185954638e-05,10.32793934912844
190,21,89,512,44.09371252244675,100,4872,9.735086284054587e-05,44.285426135081806
191,54,55,256,11.65156355389115,100,1372,4.62682913072587e-05,11.948992297324349
192,60,94,512,27.55184755499164,250,4174,0.0002410781852885781,27.623378043667294
193,55,94,512,26.75727009805169,50,4821,4.382079291610827e-05,26.995156240790052
194,81,11,512,34.05058500604951,250,805,5.231538862722883e-05,34.05058500604951
195,93,39,256,10.735872410630192,250,874,9.828452642025348e-05,10.905827367181391
196,92,36,1024,54.13260598116475,1000,1027,4.9754174420572825e-05,54.34893334042695
197,45,43,512,18.000479406252342,250,3713,6.581490874847353e-05,18.065244085772118
198,60,68,256,13.055953766102032,500,2864,1.5989803485074832e-06,13.29036377241326
199,60,34,512,25.74772062238153,500,3012,0.00020176040399771302,25.97241294514406
200,88,96,1024,41.87097840963493,100,581,1.1319499218229289e-05,42.13781646018158
201,89,85,512,24.072125120869124,100,2821,6.602208100959903e-05,24.448372427638713
202,82,37,256,16.404951524503417,250,4549,7.504818001129819e-05,16.65232292323978
203,39,52,256,14.634679134809593,250,1614,8.423005689959225e-05,14.748394267396215
204,100,49,512,30.573950042066695,500,547,0.00016182428845422204,30.626943858265985
205,64,69,256,10.185093649408229,100,3455,0.0002822431382543586,10.504327776512776
206,98,54,512,22.486002572269133,500,563,7.30225893654608e-05,22.776394486145506
207,22,43,1024,57.11313198276826,100,4237,0.00010313737528672663,57.41751601094811
208,25,17,256,10.75222030474725,100,1380,5.1263714483360503e-05,11.151071159176972
209,79,21,256,9.215677738172685,1000,4167,6.623921246271727e-05,9.353420756451754
210,35,33,256,15.931737433523494,250,2122,0.00011944271050338361,16.211407936298794
211,58,73,512,19.907777014820944,500,4008,3.869610041328172e-05,20.21432328257755
212,66,77,512,20.507434491594406,50,4893,7.309273336428936e-05,20.614490421673285
213,71,19,512,17.553767420390447,1000,4709,3.966966647666912e-06,18.07074870377333
214,93,29,256,16.953626113044177,100,2244,9.158572749028855e-05,17.333633049136168
215,35,7,1024,38.6475091494384,500,3320,0.00015383717876283254,38.77563113177716
216,62,45,256,13.689445406761733,1000,3136,5.3786557725914236e-05,13.689445406761733
217,68,74,256,8.87177260947889,100,4314,2.529681630428136e-05,9.137093137666056
218,67,8,256,14.378439235407996,100,258,4.996561468425205e-05,14.379380610662164
219,53,26,256,16.75752325741026,1000,820,0.00021420599666011693,16.862220900434714
220,57,43,256,21.21997821027858,500,1342,0.00015015297112783664,21.345168124629712
221,14,44,256,6.582182945660858,500,2191,1.0339201025148151e-05,6.582182945660858
222,65,49,512,22.415359993520134,250,4708,5.151176351577161e-05,22.551436525304595
223,66,88,256,14.152602059939008,100,2908,0.0002826453901379115,14.40851389189367
224,54,91,256,12.687295929641127,250,4424,7.860761984784307e-06,12.899188964343386
225,36,6,512,26.59319717449717,1000,3985,9.020218595997829e-05,26.67875362448375
226,93,75,256,12.98594865063777,100,2204,2.4214721780230374e-05,12.98594865063777
227,63,32,256,16.66983806179479,100,744,0.00036568004144887093,16.66983806179479
228,75,99,256,15.195677343328724,500,1748,0.00011910631044368925,15.42788879796725
229,76,32,1024,64.95114243007473,250,2125,3.496368238508006e-05,65.08428337195907
230,66,56,256,13.25953989263155,100,4617,9.334966194945798e-05,13.639321241726662
231,47,56,512,29.001545088022223,1000,2693,0.00011767487230683882,29.314176973535993
232,90,51,512,20.872563533772436,250,2789,0.00019027196312268652,20.939697580349982
233,9,90,512,26.194450507782985,50,3407,1.3566001405248683e-05,26.606695940941893
234,85,100,512,21.49499997041287,500,2811,0.00010121432157739256,21.722642657765526
235,93,24,512,20.725603811436,250,2532,0.00015404426398774807,20.97059834586859
236,63,84,256,11.511067345089122,500,566,4.540750059041778e-05,11.511067345089122
237,92,73,256,12.186202733408587,100,1230,8.22642668166974e-05,12.262257636930645
238,52,95,512,27.277270202442732,50,4129,1.197503277034764e-05,27.72789479340256
239,99,83,1024,48.35294957434029,100,593,0.0001637560424182427,48.56647907196365
240,2,27,256,16.424379472032754,500,3678,0.00012709465023967207,16.87029010660496
241,18,16,256,9.801723129300921,100,3431,0.00025523297892516953,10.196481968920843
242,51,79,256,8.191901579830597,100,2719,6.511122374906608e-05,8.256510231614824
243,53,50,512,22.64881986681593,250,4024,2.0339059824652017e-05,22.921827838470445
244,6,11,256,8.340662660907423,500,2893,4.177011446796561e-05,8.507319561791107
245,35,90,512,19.552633465581273,100,322,1.9197141653472507e-05,19.79371663255348
246,67,57,256,10.405236905140892,250,268,3.9916401292459625e-05,10.770279825361886
247,18,63,512,35.694094811283534,50,3479,3.886841815266266e-06,35.94425577535555
248,48,48,512,19.600707322880112,250,312,1.9534383058157933e-05,19.778191261412285
249,96,42,256,15.224539974016022,500,2771,0.00011491783140953498,15.733248230689291
250,24,21,256,11.886361905583016,100,294,1.9025392482885288e-05,12.17417582874442
251,10,40,1024,73.80685255564232,100,2896,3.4447988614343217e-06,73.90839953146313
252,41,20,512,19.70165786009543,250,2097,7.68901130956249e-05,19.70165786009543
253,82,52,256,12.325242063278738,100,4013,6.267652992655722e-06,12.444710490930477
254,40,46,512,33.20808474553761,500,3247,9.254099448331115e-05,33.34108916575641
255,53,79,1024,49.99176843006597,100,1976,6.447098052786386e-05,50.16730554414945
256,45,11,256,14.062025093837535,250,4635,0.00033756976739880457,14.402665371949276
257,26,66,512,13.61116418197814,100,1573,1.554483638634953e-05,13.832076357836565
258,94,58,256,14.674074910021982,100,3674,0.00016936519086304763,14.862815761334375
259,71,48,256,11.765485704141021,500,1695,0.00034590719532190617,12.25619778993123
260,45,40,256,12.333107154491914,500,1977,2.1752024412316526e-05,12.87714672634505
261,78,22,256,9.380775748812011,1000,2725,3.13764160883564e-05,9.380775748812011
262,97,82,512,16.439486290719866,1000,2191,2.4019751467605524e-05,16.503337409282715
263,26,16,256,12.926309554239067,250,162,0.00010546364463845856,13.078904769312919
264,45,70,256,12.533980563883771,50,1332,2.8597433628392255e-05,12.83085190300137
265,25,2,512,16.04019471638559,500,4098,3.6414975576731806e-05,16.292222098013948
266,26,46,256,10.91167560885544,100,4475,6.21277229868698e-05,11.068469862866552
267,88,2,512,28.847594720244487,500,1407,0.00010255355060510051,29.049036612925455
268,56,80,256,16.76480905355046,500,3201,3.028015069707124e-05,16.869511536608318
269,92,53,256,9.842531210929632,500,223,2.6441762566476317e-05,9.892221871489012
270,60,70,512,31.48260274397489,1000,3828,3.1904291396866284e-05,31.587236761586333
271,54,90,256,11.040634450742377,500,1477,0.00016524271446820561,11.040634450742377
272,11,75,256,13.739690306776728,500,1665,0.0001257103436731265,13.987306857433941
273,31,39,256,14.425919426846527,100,1352,1.5255759283532478e-05,14.425919426846527
274,21,62,1024,50.65287203197665,250,659,0.00014092304065029164,50.911024963938694
275,10,86,256,12.696283419094463,1000,2410,0.0001210229791094169,12.746952878358515
276,78,10,512,14.43898707461088,1000,424,3.5237338009212696e-05,14.792535941044374
277,98,70,256,14.517403275233205,250,1851,2.4061351351370482e-05,14.70370714726661
278,64,72,256,12.201590311187296,500,2181,2.670551598687306e-05,12.572961297312162
279,82,25,512,27.73586784825389,1000,3942,6.940811852555632e-05,27.957908396120704
280,15,42,512,25.356350261957704,100,2113,0.00017104911009842085,25.60074783620598
281,98,55,1024,29.38627650975326,1000,4469,0.00011344178794917707,29.38627650975326
282,81,9,512,14.54877238575638,500,833,9.232166133660459e-05,14.640097079790207
283,64,51,256,18.179746417282054,500,798,7.727146915115472e-05,18.424057895720914
284,28,4,512,38.386741918897975,50,1841,3.1993810606797015e-05,38.55221154803258
285,60,87,1024,40.49785911975819,250,3022,6.159088977720233e-05,40.73102156793684
286,41,87,256,10.537640027026958,50,3159,0.00026307962124117243,10.923026403764297
287,20,76,256,6.9639100490280255,100,2430,1.8206587550445042e-05,7.304207404983208
288,33,25,512,22.58433187260326,500,1553,6.266185670456739e-06,22.602386518721154
289,64,28,256,8.227293533714892,100,2379,2.244689557600695e-05,8.622584832323962
290,95,93,512,24.017480865691574,500,2470,0.00014240331356444252,24.389575229204066
291,56,63,256,16.904655575205016,250,757,7.252515813913562e-05,17.200170062657698
292,43,29,256,6.970832601476032,100,4863,1.389906514967576e-06,7.199319380018138
293,36,36,256,19.608750635639506,500,4835,7.1545979680087764e-06,19.847622418499505
294,59,80,256,15.40105189206582,50,4980,2.2759796598485215e-06,15.546748234109321
295,47,42,256,20.05527673762902,1000,1772,5.4505889819962634e-05,20.27050892438271
296,57,20,256,6.064171531402443,250,4920,6.35591607949399e-05,6.464153117158516
297,4,23,1024,53.09795418777084,100,2192,0.00010551925953339126,53.21363590347416
298,88,14,512,33.672956798953514,500,3005,1.5550905958007532e-05,33.70499430681806
299,25,33,256,14.670846846609761,50,122,5.480930039207049e-05,14.902041340591504
300,52,38,256,11.363673488550878,50,2828,0.00010437834114885714,11.73763949443825
301,15,49,256,13.799923736959157,1000,4610,0.00013444500739891524,14.22733954794459
302,41,80,512,20.146178455538884,100,1309,6.282814503911925e-05,20.277337577342276
303,54,50,512,23.071018314059298,1000,782,7.98553592102888e-05,23.28123945528428
304,95,35,512,22.586055428612376,100,2147,5.65164327532071e-05,22.876437788951456
305,90,19,1024,37.11533353019201,100,3798,0.00032625677133805785,37.269634064725885
306,92,76,512,39.06053377095919,500,3633,4.790084737038891e-05,39.253625607650825
307,36,22,512,41.243014098703,100,375,9.672793511856831e-05,41.25623244933445
308,62,22,1024,44.93042691980858,100,1386,0.00026562986946055415,45.12503631849077
309,47,75,256,9.118132488369005,500,1728,0.00011974693648165377,9.410128858995687
310,38,72,512,27.420988158757673,500,3134,3.668997910571615e-05,27.485275088223034
311,23,8,512,48.667856146835135,1000,3958,0.00025522091357018165,49.03839862617373
312,52,25,1024,54.19170951285557,250,2379,3.360054508700756e-05,54.65453487190813
313,88,54,256,11.73449320766525,250,4777,0.00018243155546915742,11.969171910906331
314,67,52,256,10.580155515623991,100,1945,0.00015775557707417424,10.790502518062553
315,26,47,256,15.386078671727393,250,3824,0.0001578897492811267,15.649051028363811
316,63,45,512,25.159304304727016,50,454,3.2790571986173545e-06,25.24954660799174
317,53,29,256,10.374253169540232,100,1398,0.00010797106761858967,10.561673852044406
318,75,83,512,29.63752319857001,500,4778,2.2171829061102047e-06,29.656259994556216
319,61,22,256,9.282349649998235,250,4373,4.3412592014934895e-05,9.491774530203534
320,3,86,256,11.676595172111544,1000,1493,0.00021119155566865327,12.091903640819787
321,11,66,256,11.296361381069737,250,3474,4.801371674790208e-05,11.55084866218933
322,60,54,256,12.632973099336752,500,2606,0.0001514055178019532,12.8429137926974
323,87,39,1024,37.29153584063842,250,4577,0.00032160008280935183,37.568716506867
324,9,73,256,10.406817604084804,500,2323,9.960617918334527e-05,10.578670697088898
325,47,57,256,10.156601347974004,500,3334,5.675506098697563e-05,10.225839863734336
326,99,58,256,14.355752393520456,100,3407,0.0001387361071603557,14.493019475273067
327,11,47,256,15.017598016686312,500,520,3.726171476766068e-05,15.119210389060527
328,18,53,256,15.694178534088243,100,4534,0.00011273590438649387,16.113621830597104
329,87,18,256,11.25175554907022,100,4997,8.39143216967894e-05,11.278255615505264
330,30,29,512,21.7971755006818,1000,295,0.00019165006763106868,21.99568592064609
331,63,19,256,12.69111663004462,100,1324,8.537419191936182e-05,12.87497842373311
332,72,22,512,24.171641323476543,1000,4792,4.3075824133098005e-05,24.543024657452587
333,70,62,512,31.375747621842315,250,4469,0.00017118079874054316,31.375747621842315
334,58,6,512,31.370012430982467,100,4854,0.0003415851681814822,31.436285035547616
335,29,69,512,28.545878007595554,500,2056,9.195606055225868e-05,28.96624869023711
336,38,16,256,9.38698833971032,250,2394,1.6823524709719333e-05,9.462781122089716
337,49,91,256,12.107827304969403,500,3057,0.00015832486690071034,12.393915597940996
338,24,21,256,19.706497839436818,50,2029,0.0001387066867251659,20.21072723793662
339,24,5,256,10.297042170711695,500,4269,1.8854053160291079e-06,10.362620733939043
340,95,27,256,9.962388702439121,100,2835,0.0002099297233505245,10.43119855029124
341,4,62,256,10.702231897360445,500,336,0.00011107154716946091,10.887075041587929
342,2,90,256,15.18878664370883,1000,3418,1.1992536070745375e-05,15.521632392805142
343,29,84,1024,82.35909350636068,100,979,0.00012516743688053647,82.65543156307893
344,47,36,512,23.81709315090813,250,3698,1.4816053713268859e-05,24.117264458605835
345,12,99,256,9.255629248139075,500,4712,3.030324222763027e-05,9.535012372553673
346,95,44,256,14.0470453334158,250,1636,6.959495761996383e-05,14.236081117345638
347,75,25,256,13.24924646477651,100,2485,0.0001932679410119477,13.516392146168526
348,98,31,256,14.622684269763665,1000,4327,6.770320568645539e-05,14.831698980641209
