session_id,src,dst,key_bits,keygen_time_us,rekey_interval_ms,packet_count,failure_rate,total_overhead_us
36,22,34,1024,52.44927104751255,500,2576,4.3729578457438234e-05,52.75322502135508
37,95,59,256,13.218143505549985,1000,4140,0.000292347742676147,13.499537235150239
38,24,38,256,16.069267032470933,500,4016,0.00020043753784276266,16.238110046513356
39,6,79,512,34.98368125543776,100,4481,5.5487237016838155e-05,35.400734282995465
40,43,33,256,15.084463782073959,250,4655,7.507913325287692e-05,15.213240100164706
41,36,35,256,13.692401244203525,500,2624,0.00015034561537640093,13.964311111562102
42,81,45,512,27.717723303099746,100,1034,0.0001344719527270626,27.85306182309201
43,69,64,256,15.954449371244369,250,1873,7.696503305536425e-05,16.121656160443962
44,6,41,512,23.600110141420835,50,2055,0.00022564629222403677,23.904076878943556
45,30,26,256,9.139576689710918,50,1397,4.733487209549594e-06,9.35630968012091
46,19,85,256,9.791159364153572,500,1523,7.175440450357173e-05,10.111809004985158
47,90,48,512,25.83584428959815,250,3408,5.934247872814953e-05,26.095946671234262
48,51,69,256,9.92616839194987,50,1111,0.00019506344921251553,10.180311592461127
49,88,84,256,17.553000909489857,250,2386,0.0001986248530890449,17.771031123299736
50,33,73,256,13.699498398298848,1000,3236,1.2543933489612088e-05,13.787453215390432
51,96,47,256,9.406114169595455,500,4649,0.0001570196010786493,9.56923960570006
52,58,59,1024,42.79397419419584,50,3335,1.1330596613437834e-05,42.91598738817779
53,66,57,256,16.37836693503852,250,3313,0.0002023077855594391,16.53215423961472
54,93,85,256,12.820004017167216,1000,484,7.384460822494576e-05,13.062196261315991
55,2,29,512,25.00257549423403,500,3640,0.00015426243896199624,25.00257549423403
56,78,70,512,27.418283389894086,500,2279,0.0002276640748418757,27.56272421182472
57,26,68,512,49.963868998607396,1000,3295,0.0002128001937528013,50.33958584858661
58,53,65,256,18.48142602964679,500,2762,0.00013742243148827127,18.584190225043113
59,33,91,256,18.4247933772858,500,4095,0.00010792466562952572,18.428112729065077
60,1,40,512,16.02136610925226,500,924,0.00011456795093453159,16.303591494673164
61,35,4,512,20.407448486834372,100,519,5.471036386798481e-05,20.7533022821949
62,61,60,256,13.544797918971863,1000,1959,3.186066835279098e-05,13.720480069379898
63,70,92,512,31.93542973452469,250,2577,3.3913308083219856e-06,32.03503848000464
64,3,26,256,9.625430313742351,100,848,2.906837928151309e-05,9.803263116708534
65,1,21,256,15.833547493334873,500,4895,5.100363391055944e-05,15.928507544240823
66,24,6,256,18.598341946520424,500,2486,2.569111079238302e-05,18.654970510082993
67,68,99,512,30.304441970622836,50,2886,5.71185513006923e-05,30.521173183697385
68,58,84,512,23.2882318039087,500,1750,2.182710755968065e-05,23.568981288299824
69,71,75,512,38.42203698486551,1000,4268,8.702613533685644e-05,38.79090992650442
70,49,44,256,13.233220722940535,500,827,7.339847270553183e-05,13.29035604011878
71,79,10,512,30.9257030974142,500,4838,3.9445210692011614e-05,30.9257030974142
72,37,73,1024,24.967001408603664,250,3007,6.60721260004413e-06,25.04607922731656
73,53,89,512,17.650148319647393,500,1653,6.091698416842518e-06,17.891157258095884
74,75,78,256,9.530774872059201,50,40,0.000215283150287606,9.738197908131998
75,77,48,512,20.619855430544106,100,974,0.0001736471942404388,21.042500356397774
76,21,83,512,31.239842392874216,100,2684,7.322735587387392e-06,31.357858554128804
77,78,56,512,21.738944394080114,500,3426,0.0001393888464851811,22.014036435764297
78,55,40,512,24.822834964246745,100,3001,0.0005310935476017852,24.877881099700023
79,46,2,512,19.088205745827594,100,1776,0.00030904285058008357,19.375103275463445
80,18,63,256,8.894938632103111,500,4254,1.9416913606148814e-05,9.066629646045966
81,85,98,512,20.923262750556756,100,718,0.00010739788466183327,21.072496789773204
82,46,6,256,12.908413069027274,100,4809,5.0703310755767594e-05,13.031135458210892
83,23,24,256,10.173268214047496,500,4365,3.461725361979883e-05,10.62447317002998
84,74,79,1024,51.43626135154756,250,3523,6.433312331301335e-06,51.5505081317115
85,42,24,256,13.34450842397173,250,3861,0.00021032236440414275,13.521612358134043
86,38,38,512,27.107016155367184,50,910,0.0001671406401148097,27.107016155367184
87,92,72,256,14.099840116381968,50,1114,8.245192222443266e-05,14.213687782170625
88,61,66,256,17.88521238180748,100,2379,8.336888943434465e-05,17.915626538037273
89,91,31,256,8.736746218722024,1000,1492,0.00029438908656878067,9.127625026763118
90,80,88,256,14.669246347174166,100,4499,2.513015440239986e-05,14.83409289506168
91,7,89,256,12.274021939528122,100,242,1.4011941291012212e-05,12.47285600760986
92,47,91,256,12.057151979211415,1000,1091,1.96151919244335e-05,12.058492274454418
93,3,100,256,18.51676096444139,50,929,0.00047956238486296913,18.70337800942642
94,4,32,512,19.993747228956014,100,3813,4.27916148909171e-05,20.110506739264594
95,75,80,256,8.304401942355424,100,4936,5.5160139971668716e-05,8.535958816429307
96,28,65,256,12.036038847548863,1000,705,2.6779707798203486e-05,12.160391142665867
97,7,73,256,9.32485951988828,500,3832,1.629091589462226e-05,9.913692756519318
98,63,10,512,52.04775607991051,250,2760,6.799969326710573e-06,52.35372300017573
99,51,24,512,27.005296186688938,500,3618,0.00010336737745975693,27.221915616039155
100,22,10,256,8.094369440786718,100,1117,5.729416424604943e-06,8.255554510478795
101,58,66,512,34.63249892488141,250,3939,0.00018184928434783747,34.739082610054304
102,60,100,256,8.36747080927745,1000,3103,6.218880127674948e-05,8.588919634451893
103,95,41,512,20.611404089034696,100,688,0.0002409485507483668,20.89336793929391
104,25,1,256,10.220552683715246,100,1506,0.00029631584169955284,10.539519677822542
105,49,56,256,8.591488686895897,250,4871,2.7730979158754403e-05,8.88382055240791
106,39,2,256,13.595678807896405,1000,1851,9.794560602675128e-05,13.72192446694745
107,75,23,256,12.13834974580816,500,2726,7.861007907026986e-05,12.281706647978323
108,5,46,512,15.808060639127845,500,1250,0.0006315698153543964,15.808060639127845
109,32,37,256,16.08861423791207,100,1957,1.3898400116543692e-05,16.147289888687034
110,96,88,256,17.717518470064928,1000,4620,0.00016287467980830706,17.780776825261615
111,66,11,256,17.29928344081381,100,2170,2.0239158726923702e-05,17.450979834890955
112,5,13,256,10.767403408054033,100,3518,8.385564996515165e-06,10.879795244798737
113,27,26,256,12.528929395080924,250,3223,4.798721451002367e-05,12.575387462641743
114,92,69,512,36.862193630207436,500,1208,3.4886187674009883e-06,36.99149318841737
115,71,50,1024,97.41892783464557,500,2442,0.0001273184062791042,97.49645890642137
116,23,21,512,12.541850538893257,250,1701,8.306271268968678e-05,12.68274737509656
117,89,67,512,18.21867920805064,500,1589,7.207541441536836e-05,18.357991438099695
118,38,69,256,15.076731648115906,250,464,0.0001685217442066825,15.282189283411931
119,36,97,256,9.130224834438687,250,4272,2.708459013685064e-05,9.302068473218284
120,21,26,256,11.575519863880496,1000,2740,7.065188253512666e-05,11.640243025225757
121,94,97,256,9.586978918067725,1000,3114,4.7726886695263034e-05,9.586978918067725
122,53,60,1024,42.274024133540244,250,531,0.00011977612371132082,42.47861245958892
123,38,50,256,12.223030309084885,500,808,0.00010142602668839828,12.539296481839264
124,98,65,256,12.007486695126364,250,73,1.402781923530267e-05,12.007486695126364
125,76,90,512,29.13384478091747,50,1828,5.486599783132251e-05,29.486037149242552
126,39,71,256,9.250271313609701,100,3008,0.00031623839254534306,9.486508775407849
127,75,58,256,10.730100435514947,50,2202,0.0002257485209409443,10.769949291390494
128,4,100,256,11.082584662776831,500,3126,0.00010249675050451502,11.226822234113337
129,68,7,256,7.792645798315311,500,3234,8.94990115367651e-06,8.070902159209071
130,37,3,1024,48.563186430699254,50,274,4.67999022850133e-06,48.77682695190349
131,87,34,256,9.830585743623363,1000,3200,0.0001971482332766849,9.830585743623363
132,28,99,1024,32.443236286439536,250,998,0.00010274807076734875,32.864994546451285
133,10,14,256,17.791837199950475,50,3131,0.00012837105494076082,18.085608605442417
134,36,64,512,41.000595547920085,50,1267,4.369787550715148e-05,41.000595547920085
135,43,23,256,12.133588299936017,500,4407,0.00019334061401507047,12.1726460044669
136,24,47,512,23.488645351080162,500,1424,4.600380481902846e-05,23.702130142198957
137,61,14,512,35.63042090942221,100,1190,2.8611566258033066e-05,35.63042090942221
138,5,32,512,23.369525300632784,1000,3293,0.00020429871876036842,23.499066557378953
139,11,17,256,9.965397690246387,250,3157,0.00013100667305389796,9.965397690246387
140,46,32,512,21.63429631145926,500,4140,4.377529773989507e-05,21.790630534661485
141,69,17,256,9.544852413103525,50,4621,0.00011578128177083203,9.73719155330635
142,76,38,256,7.985015076288472,50,2196,0.00011808523629551357,8.216271068711094
143,43,28,256,9.31123262380589,500,841,0.00039732271078879016,9.518191610411163
144,44,59,256,7.102411307485315,250,166,0.00011037542707172873,7.2754447795271355
145,71,44,256,14.989164799062612,250,4218,1.6312353536955554e-08,15.164304160041734
146,12,29,1024,38.417349913366756,500,3298,4.680564758151403e-05,38.70587597429653
147,74,11,256,15.883396799506178,500,2991,0.0001238367548416304,15.883396799506178
148,96,68,512,15.287740648944462,100,1383,0.0002650454946303858,15.417703891611643
149,42,74,256,9.732082688268276,50,4308,3.8281475234118254e-05,10.22100097736932
150,9,84,512,27.83030419491132,100,1117,3.3577817150491716e-05,27.888951384113952
151,92,9,512,30.300616548416173,500,4968,3.2441414053596344e-05,30.448756129511388
152,80,65,256,9.175353767209094,50,73,0.00015560015082368797,9.211062190439261
153,2,74,512,21.326561843062347,500,2172,0.00019316666526986173,21.746286732499442
154,84,50,256,8.569571829654032,50,4649,0.00018356938068755946,8.889394493763415
155,21,32,256,14.2036400936416,500,997,4.315695980935802e-05,14.397194302970677
156,64,8,512,23.71522055159939,1000,1214,2.7795451593199702e-05,23.89848356677042
157,34,31,256,18.679186396803544,100,2659,0.00014033768970489366,19.059309125179865
158,7,52,1024,43.21350916838003,100,57,0.00016902886545533996,43.48193865631854
159,72,65,256,11.446659905744413,50,2326,2.988658382438069e-05,11.708393337561654
160,88,38,256,22.94228525891455,250,113,0.00036535410663736086,23.184190888986922
161,78,23,256,14.014309697547924,100,3214,5.005132980062715e-05,14.41406374266366
162,47,98,512,23.218820983309172,100,4140,0.00010437898557286702,23.439766314561645
163,92,12,256,12.82848619535952,500,200,3.4002103631927927e-05,13.046536473852498
164,26,86,256,9.830171984507174,1000,2642,0.00012040173284205565,10.00995106723162
165,69,68,256,10.685753278404981,50,3703,0.00012618462554091347,10.979745012935632
166,40,8,1024,61.136990769606896,50,235,9.37280574997587e-05,61.56144117486399
167,61,35,512,24.888474889441387,100,2961,0.00013123074355575741,25.05267868011491
168,6,58,256,9.79794081480787,1000,4566,0.00011866900432364405,10.171507714114718
169,79,4,256,12.439264648164691,100,804,0.00033038460320798,12.732032129876574
170,72,14,512,22.52679318416245,250,2730,0.00029480757201523304,22.76793279042132
171,93,71,256,10.032378745057027,50,4638,8.869637915277834e-05,10.274837077746756
172,77,15,256,17.966689660704805,50,4871,5.6122104957640705e-05,18.303783991615177
173,9,81,512,32.41576571189175,250,1099,0.0001718902380648939,32.544577203358834
174,88,5,512,18.75578735421271,500,3653,0.00022067178873964966,19.09840070852211
175,97,65,256,18.841724738840846,500,1952,0.0002882747099195694,19.17277172011097
176,68,14,256,15.739711833292262,500,466,2.656086599251722e-05,15.95916710202897
177,30,46,256,14.366612118893356,500,3325,5.4096028693889684e-05,14.37319685348747
178,15,32,256,12.950030387002016,100,1672,0.00023209857064251455,13.063920101340976
179,3,49,256,13.864943742507288,250,2531,0.00012453113075217294,13.99282454904116
180,57,71,1024,51.370906205199006,100,269,9.229939263211274e-05,51.498808967827166
181,84,54,256,15.248719891706452,250,847,3.546401241978037e-05,15.261882061034493
182,35,71,1024,29.656469281942986,100,1883,0.00013885203786781537,29.840198395143133
183,97,34,512,48.19887815186567,1000,474,0.00021520764552735523,48.45912269230812
184,56,3,256,12.952930978901938,250,4360,0.00011831448008152326,13.251271120338892
185,85,41,512,11.359586377259786,100,2276,1.3953295594046317e-05,11.676628514821862
186,65,41,1024,66.51433514991322,250,828,6.213532659987087e-05,66.9635960971103
187,54,27,256,10.933258521271876,500,2012,3.678354209735845e-05,11.239896883370056
188,21,75,256,12.47809595656997,500,4462,0.00028044823281599867,12.622640431043438
189,29,58,256,8.54492501433613,100,547,7.778789986448479e-05,8.688461124314435
190,27,37,256,15.519215167452268,50,2987,0.00023585594405982485,15.716451741137563
191,81,44,512,28.389090104961333,500,3493,0.0004967750102290203,28.544605530270086
192,21,16,256,14.609119045934976,100,1525,5.045799552901596e-05,14.609119045934976
193,19,14,256,13.132371281931405,250,472,0.00010190312476062398,13.31597861626961
194,38,43,256,22.45171801360072,100,3413,0.00013634936687659734,22.775129876196907
195,42,61,256,14.740408179875358,250,582,0.00015723269357272179,14.925649874570356
196,35,48,256,17.742012372173278,250,1197,3.426824272055513e-05,18.0210947648828
197,40,59,256,8.52976895987483,100,577,0.00015255334266286392,8.828650333850366
198,94,13,512,21.23565881325219,50,3636,5.930591930813439e-05,21.792190154615707
199,63,36,256,10.480252041942052,50,3215,6.600998922986157e-05,10.630862166098844
200,7,92,256,11.586005184073349,500,4625,0.00013769676448477868,11.894225645896011
201,82,74,512,32.31121505693804,100,1725,0.00041602495961045607,32.5168040685807
202,34,47,256,10.43597593466635,1000,4981,1.814177294904021e-05,10.723177126733278
203,11,19,512,31.940716555665393,100,2618,4.8071405557574564e-05,32.124372386469794
204,38,4,256,16.099969828796805,1000,2535,0.000186838441374005,16.265134482827694
205,85,48,256,9.83552840684776,500,363,0.0003876502013658932,9.83552840684776
206,45,33,256,13.741517529442548,250,4515,2.48703962697794e-05,14.037075356519793
207,99,16,256,20.95297019746445,1000,45,0.00031406533936525317,21.15423484704174
208,25,59,256,11.674618310828041,250,2131,1.793513506947383e-05,11.90125617185362
209,71,23,256,12.340285436542105,100,3572,2.1335351795214495e-05,12.692650182506588
210,40,22,512,33.593384477066984,1000,2216,5.1529451992160206e-05,33.87821255978298
211,18,8,256,10.91871726750784,100,2610,6.683407301959568e-05,11.164480345509352
212,47,56,512,21.86987474854705,50,622,0.00010537171613300492,22.23511723638515
213,6,47,256,11.263624615201799,1000,1050,0.00019328340656791192,11.538337282273734
214,98,93,256,12.665737493852193,100,4776,0.00012351797648737958,12.74426862095463
215,95,22,1024,42.72326679872456,100,1068,0.00011102828678573947,42.85454527614458
216,10,89,1024,44.187125008689584,100,2854,4.138927360518271e-05,44.326635796960026
217,98,18,256,13.984657152583218,250,1078,9.267105164841332e-05,14.09079177110717
218,24,74,256,8.117492162949397,1000,2752,0.00010858689032024954,8.269144158416166
219,93,18,512,15.959193904412716,100,3897,0.00012760309579285193,16.03175389334185
220,29,78,512,22.95418255035782,500,4634,0.000217929458872538,23.15039862483643
221,94,5,256,16.13772859832344,500,2930,7.065660884090284e-06,16.232883828155977
222,76,40,256,7.874439047854854,500,3525,2.3561781694138133e-05,7.980982923935687
223,24,66,256,14.319462605149054,1000,3790,0.00012771882288286393,14.626854906452468
224,3,2,512,24.9656763310218,1000,3784,0.00038236029273467894,25.343377204649332
225,31,99,1024,35.833259468775026,250,3369,0.00016451058247517924,35.943791568312086
226,20,56,256,15.021273364470638,50,1019,0.00026103275885489425,15.373139721733676
227,66,20,1024,40.66488567182309,500,4736,0.0002790679095490359,40.858863986873786
228,41,10,256,19.507048207997773,1000,417,1.3596169976287848e-05,19.53372954814203
229,94,59,256,11.519737221003428,100,83,0.00015056577814201224,11.575209276380333
230,93,73,256,14.735761871223934,250,2104,7.629364737870119e-05,14.735761871223934
231,92,7,256,16.090507972506142,500,2441,6.151588037649932e-05,16.48158440683279
232,63,42,512,16.886732499531426,250,648,6.249904672743666e-05,17.0506315869245
233,47,23,256,11.743887235328076,500,4026,5.773075886279645e-05,12.198823073734586
234,18,11,256,9.513049777604227,1000,962,2.9324168137144784e-05,9.68939389159251
235,33,52,256,10.18652594056705,500,3359,8.758634181462119e-06,10.19876521147233
236,51,11,512,21.07416327225349,500,2780,2.7555738396658714e-05,21.07416327225349
237,64,92,512,33.97812611702536,500,466,0.00014060698571584132,34.39052201021591
238,47,64,512,20.2968001016446,100,746,0.00010696659446841027,20.526577839422156
239,85,96,256,8.901318999397057,250,1254,0.00025049113104095807,9.157724355828435
240,10,88,1024,46.31918645464071,500,939,2.0709678486692496e-06,46.41027157338638
241,59,69,1024,46.439005009099546,1000,1283,0.0002195365114832844,46.74253946955651
242,14,9,1024,65.81040527011068,1000,1228,2.0476980708456676e-05,66.24893733477901
243,23,35,1024,59.599638614918156,1000,4004,0.00011647234843848293,59.875646337937624
244,58,64,512,17.44291212596775,250,3486,5.001540012337695e-05,17.634033625594164
245,76,74,256,10.278331879446357,50,1638,4.5487413548952725e-05,10.558281759662425
246,66,10,256,10.716076027278783,250,2746,0.00017053982251114005,10.743325633323574
247,75,53,256,17.208745471905313,50,3411,8.035419508453531e-05,17.34577241979402
248,29,90,256,10.181444013854087,500,1962,0.00045141362444918204,10.251258407035294
249,26,75,256,12.541584915116205,500,54,6.148248815653942e-05,12.541584915116205
250,8,58,1024,55.2675327441134,100,2925,0.00013852077042670854,55.34410129767068
251,53,53,256,14.607321212537483,50,89,0.00011825023456919563,14.916765875997621
252,93,57,256,10.128305970018387,50,2682,0.0005189592095074752,10.156625561845665
253,45,84,256,14.859758052341464,250,3933,0.00010529811717540605,14.873675141534662
254,30,75,256,8.57914425172227,100,2440,2.626707704632016e-05,8.872301822095345
255,96,48,256,12.543360121292906,100,4035,8.523407649535562e-06,12.736575928184939
256,8,3,256,8.275772637829474,100,1770,4.526959074623853e-05,8.652098175378267
257,95,40,512,18.840044893623798,1000,2607,0.0004384713821829418,19.216723476241004
258,71,37,1024,44.294283047482416,50,3211,0.00015945494076777814,44.532111128814215
259,37,18,256,10.898289382784116,1000,608,5.258078433255797e-05,10.964661687359682
260,37,79,256,10.856632823960954,1000,2969,0.00023090140473923848,11.159711988649953
261,4,21,256,8.523044035830447,50,1959,0.00014810647716266697,8.77939810049747
262,84,20,512,27.52301224542406,250,1420,0.00010081418122212234,27.914281472836045
263,96,14,256,8.993112275587754,500,1112,2.5991545291599823e-05,9.043147405490055
264,58,92,256,15.315245359752565,1000,618,0.00019574640291750443,15.594809773252205
265,19,97,256,18.864961642825886,250,4275,0.00013489572505937571,19.12234735752827
266,93,13,256,13.02668695172549,100,1346,2.579554370780189e-06,13.136260146526366
267,4,67,1024,54.84889757758164,100,4159,0.0001548356323824988,55.14372406188016
268,99,50,256,9.357313293040848,100,150,3.1773002517791994e-05,9.591242900034453
269,18,6,256,8.481664368315188,100,4338,0.0005151845738388288,8.754830436232886
270,70,64,1024,43.85591521432311,500,1764,1.9599797092697026e-05,43.99623780623218
271,31,75,256,15.640369892560663,1000,4734,3.487617977778679e-05,16.033082598180332
272,41,6,256,11.216626394473716,100,3026,9.81762309609368e-05,11.37599281816126
273,38,31,256,15.282395617018693,100,4919,0.00010926590839812161,15.435511901196618
274,79,73,256,21.503417376160375,100,1430,5.462110348478125e-06,21.690050968851054
275,56,98,256,13.953351125247218,500,2354,4.73755560487479e-05,14.09361248118073
276,60,84,256,15.835890851293659,500,1252,1.7129035367887274e-05,16.118644192598758
277,94,52,512,27.096458552225883,100,3746,6.887093676756983e-05,27.3921960950036
278,3,79,512,19.806776407000402,1000,3118,0.0003776317633825839,20.199891454562366
279,91,35,256,18.10125131034222,500,3384,1.6450993518504215e-05,18.140671225689875
280,99,51,1024,53.86324165622644,500,1359,2.191849373098327e-05,54.25523484000933
281,50,25,256,9.692489350008833,500,3286,4.8096321878498696e-05,9.875882028478657
282,86,40,256,9.747461452373178,500,2533,7.529134165718806e-05,10.072356242227567
283,76,34,256,9.605779517819562,500,4975,0.00014188019204938314,9.799587703785258
284,98,89,256,7.672389035345656,500,3609,0.00015841058864143068,7.965238741206039
285,78,91,256,21.313899275379466,1000,165,3.343372911395547e-05,21.68555847020427
286,67,30,256,12.98704126644509,250,285,7.380370017556574e-05,13.126017717063624
287,64,33,256,10.041603291835273,250,1906,6.91175751187301e-05,10.402340421461881
288,52,32,512,33.55953815610743,250,699,1.0891089938741623e-05,33.80435724041132
289,24,49,256,11.419987023658923,250,1734,7.760367417793481e-05,11.419987023658923
290,6,55,512,23.51991585354089,250,67,0.00011061478797968558,23.86729866130202
291,80,64,256,10.359050222208255,1000,4790,2.5213540001726468e-05,10.535161426563828
292,8,17,512,27.603165572901624,1000,702,0.00021186700734087216,27.603165572901624
293,100,9,256,10.611722085988605,500,2432,1.8400560198974008e-05,10.830970397328057
294,40,25,512,20.12877127796971,250,2509,4.473633868443753e-06,20.49311612443757
295,81,33,1024,53.55873162724901,250,230,0.00010092961569978712,53.67192073654361
296,49,15,256,14.62893222849834,250,601,0.00010798522105877139,15.129145397316574
297,91,63,256,12.737076484110151,100,3463,8.886698909636076e-05,12.99221450399647
298,4,20,256,13.29318026016774,50,3624,2.898759979546652e-05,13.29318026016774
299,66,13,256,10.411087654008583,250,3477,4.7888380994820815e-05,10.806378327782413
300,40,37,256,9.370283837197762,1000,2675,1.559121769686644e-05,9.51445909974666
301,53,6,256,15.280336097819756,1000,58,2.3040889672086947e-05,15.309896444495678
302,2,13,256,11.692170741592523,500,4790,0.00010691918604110815,11.869883332311556
303,95,66,1024,64.2742931455199,250,2548,0.00022756264876887649,64.2742931455199
304,36,29,256,12.715926944811931,1000,4004,8.536400352019351e-05,12.94209386305655
305,49,94,512,35.72192077350408,100,1183,5.692656969620455e-05,35.87219879055017
306,22,23,256,11.611392679512315,50,1444,3.766470862925995e-05,11.869426030927189
307,80,97,1024,28.917300306267602,500,1456,0.0001792664800028451,29.00469932025271
308,79,56,256,11.94662812699948,500,3768,0.0003119965347527669,11.94662812699948
309,6,93,512,23.296425724505244,100,132,7.628473548670584e-05,23.32845101515308
310,58,88,512,18.23278787575143,500,582,2.24041249702092e-07,18.4918079197734
311,14,51,256,7.739395779722565,500,1064,0.00016317219417297124,7.8695094225383135
312,66,65,512,34.05378283530631,250,1268,6.295955215481816e-05,34.14465227547792
313,92,52,256,19.75246880531182,250,1695,6.474896111557375e-05,20.033238857169156
314,60,75,256,10.388874847467662,1000,1484,5.645351322351837e-05,10.59321826969724
315,43,91,512,34.637119139386954,500,989,7.149132183892234e-06,34.88937360190955
316,53,52,1024,39.13457250157626,250,233,0.0002514152766785161,39.22134613429728
317,91,2,256,14.248363160794986,100,331,8.324618502247047e-05,14.397468222052492
318,45,49,256,11.31835276166118,50,2200,1.1152617622092857e-05,11.716399912404194
319,10,41,256,13.703371242419111,100,1795,1.772860323642652e-05,13.882705679864102
320,51,94,256,9.986463466096204,100,1251,1.343841468020334e-05,10.257795344902052
321,68,1,512,15.73254326152738,500,268,4.5473770399519505e-05,15.939820432904849
322,21,86,256,11.693160273970939,500,2313,1.5542763985470242e-05,12.071200381565994
323,62,41,512,32.18333599220705,100,2840,5.272466963893639e-05,32.464777817757955
324,66,62,256,16.47238151753891,1000,4257,0.00013623716803366006,16.69584296138813
325,3,92,1024,50.54578169812134,100,3347,1.2187480634153036e-05,50.649046167036175
326,29,19,256,14.136614604069011,500,1171,0.00017019390262345405,14.306580531674713
327,89,100,512,29.568087159427208,1000,3999,0.00030700267876158384,29.938275071955513
328,9,94,1024,48.042045507516185,100,3260,3.7962088846882915e-05,48.17556286706056
329,40,34,256,9.386985146558507,1000,3267,0.00014378004670650616,9.729943969181107
330,87,94,256,8.336835338334419,50,180,3.435084647272978e-05,8.449185857857966
331,3,57,256,11.022606529640784,50,2366,2.1769534026248316e-05,11.278220409309899
332,52,28,512,30.982443258966878,100,3614,6.635918444917649e-05,31.216923802068
333,34,77,256,12.861703341206027,250,3369,1.9806115077923627e-05,13.088873960405156
334,83,47,256,12.86816252380274,1000,4782,9.242083186620109e-05,12.86816252380274
335,37,97,256,13.481569720564952,1000,2386,0.00022346648689051948,13.764802168334095
336,81,28,256,14.319785646296644,500,757,9.596520071588203e-05,14.781428635945264
337,97,89,256,9.657515824405447,1000,1835,1.6617618754714086e-07,9.657515824405447
338,82,100,512,11.611007204762476,250,433,1.1270554982950188e-05,11.640675043405114
339,72,90,256,12.656642081556205,500,3180,0.00011656296500724261,12.656642081556205
340,8,21,512,24.50786962159268,250,2997,9.176368520023315e-05,24.534242952223142
341,94,30,256,15.236067857959847,500,3417,2.455510443979158e-05,15.522890435239962
342,97,8,256,16.02131869007835,100,3372,5.844893255343939e-05,16.602479853907827
343,82,88,256,11.33112087017444,100,1313,8.937939675652289e-05,11.587064745803364
344,86,42,256,9.407618028274669,100,2686,0.0001166834993000155,9.686574245350604
345,94,20,256,6.130650383946554,500,2614,6.560192359781026e-05,6.130650383946554
346,17,73,1024,60.685891059500015,250,3699,4.855908411607959e-06,60.74699581153976
347,39,71,512,26.494212535665234,250,850,0.0002603365766133255,26.865495622129263
348,17,89,256,19.054758447693995,250,1480,0.00019036628388893962,19.63509746619518
349,37,97,256,10.180834972283128,1000,4488,5.136490350645189e-06,10.41738168576428
